PassengerId,Survived,Age,Fare,Pclass_2,Pclass_3,Sex_male,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Embarked_Q,Embarked_S
92,0,20.0,7.8542,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,0,46.0,61.175,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
94,0,26.0,20.575,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
95,0,59.0,7.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,0,25.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,0,71.0,34.6542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,23.0,63.3583,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,1,34.0,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
100,0,34.0,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
101,0,28.0,7.8958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,0,25.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,0,21.0,77.2875,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
104,0,33.0,8.6542,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,0,37.0,7.925,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
106,0,28.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,1,21.0,7.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,1,25.0,7.775,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,0,38.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,1,25.0,24.15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
111,0,47.0,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,0,14.5,14.4542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,22.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,0,20.0,9.825,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
115,0,17.0,14.4583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,21.0,7.925,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,0,70.5,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
118,0,29.0,21.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
119,0,24.0,247.5208,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,0,2.0,31.275,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
121,0,21.0,73.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
122,0,25.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,0,32.5,30.0708,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,32.5,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,0,54.0,77.2875,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
126,1,12.0,11.2417,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,25.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,1,24.0,7.1417,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,1,25.0,22.3583,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
130,0,45.0,6.975,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,0,33.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,20.0,7.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,0,47.0,14.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
134,1,29.0,26.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
135,0,25.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,0,23.0,15.0458,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,19.0,26.2833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
138,0,37.0,53.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
139,0,16.0,9.2167,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,0,24.0,79.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,25.0,15.2458,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,1,22.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,1,24.0,15.85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
144,0,19.0,6.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,0,18.0,11.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,0,19.0,36.75,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
147,1,27.0,7.7958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,0,9.0,34.375,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
149,0,36.5,26.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
150,0,42.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,0,51.0,12.525,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,1,22.0,66.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
153,0,55.5,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,0,40.5,14.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
155,0,25.0,7.3125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,0,51.0,61.3792,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
157,1,16.0,7.7333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,0,30.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,0,25.0,8.6625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,0,25.0,69.55,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
161,0,44.0,16.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
162,1,40.0,15.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,0,26.0,7.775,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,0,17.0,8.6625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,0,1.0,39.6875,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
166,1,9.0,20.525,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
167,1,38.0,55.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
168,0,45.0,27.9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
169,0,38.0,25.925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,0,28.0,56.4958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,0,61.0,33.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,0,4.0,29.125,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
173,1,1.0,11.1333,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
174,0,21.0,7.925,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,0,56.0,30.6958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,18.0,7.8542,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
177,0,25.0,25.4667,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
178,0,50.0,28.7125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,30.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,0,36.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,0,25.0,69.55,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
182,0,29.0,15.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,9.0,31.3875,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
184,1,1.0,39.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
185,1,4.0,22.025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
186,0,38.0,50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,1,25.0,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
188,1,45.0,26.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,0,40.0,15.5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
190,0,36.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,1,32.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,0,19.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,1,19.0,7.8542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
194,1,3.0,26.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
195,1,44.0,27.7208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1,58.0,146.5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,25.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
198,0,42.0,8.4042,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
199,1,25.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,0,24.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,0,28.0,9.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,0,25.0,69.55,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
203,0,34.0,6.4958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,0,45.5,7.225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1,18.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,0,2.0,10.4625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
207,0,32.0,15.85,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
208,1,26.0,18.7875,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,16.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210,1,40.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,24.0,7.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,1,35.0,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,0,22.0,7.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,0,30.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,0,25.0,7.75,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
216,1,31.0,113.275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1,27.0,7.925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,0,42.0,27.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
219,1,32.0,76.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,30.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,1,16.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,0,27.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,0,51.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,0,25.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,1,38.0,90.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
226,0,22.0,9.35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,1,19.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228,0,20.5,7.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,0,18.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,0,25.0,25.4667,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
231,1,35.0,83.475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
232,0,29.0,7.775,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233,0,59.0,13.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,1,5.0,31.3875,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
235,0,24.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236,0,25.0,7.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,0,44.0,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
238,1,8.0,26.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
239,0,19.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,0,33.0,12.275,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241,0,25.0,14.4542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1,25.0,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
243,0,29.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,0,22.0,7.125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,0,30.0,7.225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,44.0,90.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
247,0,25.0,7.775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,1,24.0,14.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
249,1,37.0,52.5542,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
250,0,54.0,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
251,0,25.0,7.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,0,29.0,10.4625,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
253,0,62.0,26.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,0,30.0,16.1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
255,0,41.0,20.2125,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
256,1,29.0,15.2458,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
257,1,38.0,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1,30.0,86.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,1,35.0,512.3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1,50.0,26.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
261,0,25.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262,1,3.0,31.3875,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
263,0,52.0,79.65,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
264,0,40.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,0,25.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,0,36.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,0,16.0,39.6875,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
268,1,25.0,7.775,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
269,1,58.0,153.4625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
270,1,35.0,135.6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,0,38.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,1,25.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,1,41.0,19.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
274,0,37.0,29.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
275,1,25.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
276,1,63.0,77.9583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
277,0,45.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
278,0,29.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,0,7.0,29.125,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
280,1,35.0,20.25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
281,0,65.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,0,28.0,7.8542,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,0,16.0,9.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,1,19.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285,0,38.0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,0,33.0,8.6625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1,30.0,9.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,0,22.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289,1,42.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
290,1,22.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
291,1,26.0,78.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,1,19.0,91.0792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,36.0,12.875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,24.0,8.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,0,24.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,0,38.0,27.7208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,23.5,7.2292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
